//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// MediaDiaria: 0 = Não, 1 = Sim
// MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca
//
// Restrições da consulta:
//   Código da Estação: 61834000
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
61834000;1;01/07/1981;;1;1;142,442;91,698;125,4334;26;3;1;1;1;;;95,221;93,457;91,698;93,457;100,539;114,896;102,32;105,893;122,165;123,992;125,822;136,872;136,872;136,872;138,726;136,872;136,872;133,175;133,175;135,022;135,022;135,022;133,175;135,022;136,872;142,442;135,022;136,872;135,022;133,175;136,872;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/08/1981;;1;1;138,726;81,273;112,3816;1;25;1;1;1;;;138,726;127,655;135,022;133,175;129,492;114,896;136,872;135,022;135,022;123,992;136,872;129,492;96,99;82,993;88,191;93,457;120,343;120,343;109,483;131,332;122,165;111,284;100,539;98,762;81,273;89,942;105,893;95,221;89,942;86,445;82,993;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/09/1981;;1;1;102,32;69,602;88,1115;4;1;1;1;1;;;69,602;79,566;84,703;102,32;88,191;89,942;96,99;98,762;89,942;88,191;91,698;96,99;81,273;84,703;82,993;77,872;82,993;93,457;88,191;86,445;89,942;102,32;79,566;84,703;91,698;93,457;98,762;102,32;74,524;71,229;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/10/1981;;1;1;394,836;67,988;165,1877;22;1;1;1;1;;;67,988;88,191;93,457;109,483;98,762;91,698;100,539;96,99;93,457;91,698;114,896;135,022;142,442;153,667;149,913;165;182,19;207,395;155,549;233,006;258,991;394,836;336,84;225,085;187,968;172,613;191,834;187,968;174,523;223,11;195,709;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/11/1981;;1;1;387,732;170,705;261,5018;22;29;1;1;1;;;187,968;184,113;190,866;204,465;238,971;252,963;220,152;201,541;208,373;237,975;281,249;320,234;306,823;292,466;298,608;293,488;261,005;236,98;287,36;330,6;261,005;387,732;372,481;320,234;308,881;301,685;294,511;213,27;170,705;178,351;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/12/1981;;1;1;831,275;207,395;453,6454;13;1;1;1;1;;;207,395;293,488;328,523;303,739;301,685;291,443;285,321;345,184;469,84;628,122;713,023;771,446;831,275;821,208;732,338;573,412;492,136;515,922;564,445;568,923;551,078;487,162;433,192;353,554;303,739;291,443;289,401;343,095;347,274;336,84;287,36;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/01/1982;;1;1;651,369;256,98;391,0012;13;1;1;1;1;;;256,98;263,02;307,852;343,095;336,84;320,234;316,099;303,739;299,633;343,095;376,705;507,125;651,369;646,699;614,3;524,643;457,552;383,012;299,633;273,127;281,249;307,852;311,972;368,264;457,552;489,648;457,552;399,588;404,352;409,128;409,128;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/02/1982;;1;1;533,41;229,041;329,4897;9;25;1;1;1;;;378,304;372,481;387,732;372,481;372,481;394,836;450,214;492,136;533,41;524,643;477,247;406,739;338,924;316,099;275,155;244,955;250,958;244,955;238,971;234,992;231,023;231,023;233,006;234,992;229,041;244,955;256,98;256,98;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
61834000;1;01/03/1982;;1;1;679,61;189,9;440,6634;25;7;1;1;1;;;263,02;291,443;261,005;233,006;229,041;215,234;189,9;201,541;234,992;440,47;502,118;573,412;586,944;586,944;568,923;515,922;504,62;520,277;504,62;479,722;425,942;487,162;651,369;665,443;679,61;642,039;499,618;435,615;418,718;421,123;430,772;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/04/1982;;1;1;433,192;219,167;280,9408;1;29;1;1;1;;;433,192;416,316;390,097;356,7;317,132;308,881;307,852;281,249;261,005;243,956;231,023;238,971;223,11;244,955;241,96;317,132;318,166;302,712;288,38;277,184;267,057;261,005;254,97;250,958;238,971;245,954;242,958;226,073;219,167;221,137;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/05/1982;;1;1;261,005;158,376;204,5496;27;25;1;1;1;;;223,11;225,085;225,085;221,137;209,351;209,351;209,351;200,567;191,834;191,834;191,834;187,968;196,679;199,594;199,594;197,65;199,594;201,541;187,968;193,77;182,19;181,229;168,801;164,052;158,376;225,085;261,005;259,998;245,954;214,252;217,199;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/06/1982;;1;1;221,137;137,799;174,5181;2;23;1;1;1;;;210,33;221,137;193,77;163,104;157,433;186,04;194,739;144,305;182,19;161,211;174,523;164,052;165;181,229;142,442;157,433;157,433;171,659;180,269;184,113;187,968;183,151;137,799;167,849;176,435;169,753;171,659;187,968;184,113;176,435;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/07/1982;;1;1;197,65;123,992;152,2047;2;12;1;1;1;;;189,9;197,65;189,9;176,435;161,211;125,822;143,373;153,667;127,655;132,253;138,726;123,992;129,492;140,582;140,582;141,512;149,913;146,172;149,913;153,667;162,157;187,968;173,567;170,705;170,705;148,041;131,332;142,442;131,332;145,238;142,442;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/08/1982;;1;1;232,014;89,942;160,6182;28;24;1;1;1;;;150,851;145,238;132,253;142,442;159,32;159,32;153,667;167,849;160,265;159,32;159,32;165;168,801;169,753;140,582;108,584;98,762;118,523;156,49;165,949;141,512;144,305;125,822;89,942;193,77;209,351;203,49;232,014;200,567;227,062;229,041;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/09/1982;;1;1;213,27;109,483;153,3475;1;26;1;1;1;;;213,27;209,351;209,351;211,309;207,395;203,49;193,77;180,269;146,172;144,305;140,582;146,172;144,305;127,655;129,492;140,582;142,442;135,022;118,523;114,896;133,175;136,872;116,708;123,992;133,175;109,483;144,305;155,549;129,492;159,32;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/10/1982;;1;1;286,34;124,906;205,9059;15;5;1;1;1;;;148,041;154,607;170,705;170,705;124,906;152,728;141,512;154,607;149,913;145,238;164,052;164,052;201,541;233,999;286,34;280,232;238,971;240,963;270,09;251,96;215,234;189,9;191,834;213,27;244,955;216,216;213,27;247,954;271,102;279,216;254,97;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/11/1982;;1;1;250,958;114,896;155,1322;13;5;1;1;1;;;229,041;199,594;215,234;168,801;114,896;125,822;118,523;118,523;116,708;127,655;125,822;193,77;250,958;207,395;197,65;184,113;155,549;144,305;144,305;135,022;131,332;133,175;131,332;125,822;125,822;136,872;144,305;151,789;151,789;148,041;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/12/1982;;1;1;691,486;144,305;375,4404;26;2;1;1;1;;;151,789;144,305;148,977;160,265;161,211;149,913;217,199;248,955;298,608;287,36;243,956;269,079;265,038;278,2;275,155;301,685;435,615;526,831;584,682;577,912;518,098;468,608;474,775;537,81;625,812;691,486;674,877;618,897;478,484;404,352;418,718;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/01/1983;;1;1;955,001;368,264;597,2284;24;4;1;1;1;;;406,739;401,969;393,65;368,264;375,648;411,521;404,352;447,773;484,679;479,722;457,552;428,356;450,214;469,84;509,633;593,747;693,869;773,911;806,178;828,755;864,256;902,802;934,012;955,001;934,012;818,697;713,023;639,713;564,445;495,874;505,872;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/02/1983;;1;1;1469,34;450,214;799,0454;5;24;1;1;1;;;591,476;703,426;1013,46;1330,05;1469,34;1469,34;1365,2;1240,56;1128;1053,93;939,246;884,749;846,448;823,721;788,752;727,495;663,091;584,682;509,633;507,125;504,62;488,405;464,916;450,214;450,214;450,214;452,657;472,306;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
61834000;1;01/03/1983;;1;1;791,235;324,375;494,0261;11;18;1;1;1;;;474,775;500,868;504,62;505,872;515,922;632,75;746,93;725,076;729,915;766,523;791,235;507,125;584,682;505,872;419,92;373,536;344,14;324,375;384,191;387,732;469,84;542,222;571,166;483,439;430,772;376,705;358,799;357,749;341,009;326,448;330,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/04/1983;;1;1;385,371;283,284;331,3698;27;20;1;1;1;;;330,6;332,678;324,375;309,911;302,712;291,443;307,852;351,459;376,705;358,799;332,678;358,799;376,705;372,481;357,749;311,972;301,685;302,712;293,488;283,284;303,739;301,685;298,608;315,067;339,966;376,705;385,371;354,602;334,758;352,506;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/05/1983;;1;1;480,96;224,097;272,8325;31;12;1;1;1;;;303,739;291,443;281,249;273,127;261,005;265,038;244,955;263,02;266,047;269,079;250,958;224,097;227,062;240,963;259,998;267,057;250,958;246,954;240,963;243,956;273,127;306,823;236,98;267,057;314,035;272,115;273,127;244,955;285,321;331,639;480,96;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/06/1983;;1;1;746,93;249,831;395,5813;3;30;1;1;1;;;623,504;681,98;746,93;742,056;632,75;524,643;487,162;457,552;437,856;410,593;400,151;387,652;381,416;360,698;343,172;333,927;323,681;312,444;278,959;295,151;292,109;285,021;278,959;274,924;272,909;264,861;262,852;262,852;260,845;249,831;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/07/1983;;1;1;311,425;221,008;248,3544;21;30;1;1;1;;;255,833;254,832;256,835;252,83;252,83;246,834;242,844;250,83;232,896;232,896;232,896;232,896;230,91;226,945;228,927;224,964;226,945;231,903;264,861;300,228;311,425;311,425;288,057;262,852;248,831;240,852;234,882;230,91;224,964;221,008;242,844;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/08/1983;;1;1;268,882;128,257;204,1761;28;16;1;1;1;;;262,852;264,861;231,903;217,058;215,086;219,032;217,058;209,179;208,195;197,409;224,964;187,65;187,65;188,624;150,048;128,257;151,002;185,704;189,598;194,477;183,759;142,433;129,198;177,937;184,731;190,573;249,831;268,882;256,835;258,839;255,833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/09/1983;;1;1;464,916;242,844;333,5549;22;16;1;1;1;;;252,83;254,832;258,839;260,845;260,845;268,882;305,313;368,973;364,833;352,441;308,367;247,833;252,83;280,979;260,845;242,844;254,832;277,95;334,953;425,254;453,656;464,916;394,938;429,451;462,459;462,459;436,805;367,938;354,504;344,201;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/10/1983;;1;1;642,039;244,839;372,4194;26;11;1;1;1;;;333,927;333,927;327,776;329,825;348,319;305,313;266,871;271,902;263,856;255,833;244,839;278,959;280,979;300,228;333,927;365,868;375,19;375,19;381,416;404,325;394,938;373,116;438,908;559,979;616,597;642,039;589,209;483,439;407,458;355,535;305,313;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/11/1983;;1;1;477,247;197,409;312,8055;15;29;1;1;1;;;308,367;359,665;377,264;350,379;383,494;360,698;303,278;266,871;246,834;222,985;230,91;330,85;423,156;476,011;477,247;434,703;379,34;325,728;286,033;316,526;296,166;308,367;311,425;273,916;265,865;258,839;211,146;199,367;197,409;201,326;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/12/1983;;1;1;874,484;195,454;505,2544;19;2;1;1;1;;;204,267;195,454;205,249;226,945;215,086;204,267;219,032;222,985;242,844;290,082;306,331;356,567;437,856;553,299;708,219;783,795;826,237;866,81;874,484;778,848;637,389;542,222;535,609;596,02;656,05;674,877;693,869;674,877;644,368;623,504;665,443;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/01/1984;;1;1;672,515;219,032;391,5329;1;18;1;1;1;;;672,515;632,75;555,523;499,618;479,722;453,656;450,492;427,352;418,965;421,06;391,814;341,116;318,569;309,386;303,278;288,057;233,889;219,032;247,833;250,83;236,871;322,658;387,652;420,012;422,108;448,384;429,451;400,151;406,413;389,732;358,632;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/02/1984;;1;1;338,033;180,846;240,2809;1;29;1;1;1;;;338,033;295,151;275,932;262,852;252,83;249,831;254,832;266,871;264,861;251,83;246,834;246,834;252,83;249,831;222,985;213,115;225,954;232,896;230,91;233,889;226,945;219,032;221,008;236,871;226,945;206,23;197,409;183,759;180,846;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
61834000;1;01/03/1984;;1;1;237,865;130,139;167,4096;10;30;1;1;1;;;189,598;181,817;193,5;209,179;193,5;191,549;199,367;216,072;231,903;237,865;220,02;196,432;177,937;166,345;154,825;145,285;137,693;144,334;137,693;133,911;144,334;147,188;144,334;147,188;146,236;137,693;132,024;135,801;133,911;130,139;132,024;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/04/1984;;1;1;215,086;106,798;136,9378;30;14;1;1;1;;;130,139;130,139;126,377;148,141;152,913;149,094;140,535;143,383;137,693;132,024;134,856;132,024;130,139;106,798;118,883;120,753;142,433;140,535;130,139;135,801;149,094;139,587;139,587;130,139;128,257;122,625;122,625;126,377;151,957;215,086;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/05/1984;;1;1;225,954;107,724;164,2284;1;28;1;1;1;;;225,954;189,598;172,132;179,876;163,458;152,913;144,334;179,876;187,65;189,598;185,704;179,876;177,937;152,913;140,535;191,549;205,249;201,326;213,115;197,409;150,048;147,188;160,575;151,957;140,535;137,693;122,625;107,724;113,291;113,291;115,152;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/06/1984;;1;1;124,5;98,503;109,6264;16;24;1;1;1;;;113,291;111,432;120,753;113,291;105,874;104,026;118,883;113,291;117,016;117,016;111,432;109,576;104,026;117,016;109,576;124,5;119,818;109,576;104,026;102,182;104,95;107,724;102,182;98,503;102,182;99,422;102,182;111,432;111,432;102,182;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/07/1984;;1;1;137,693;86,295;117,3514;11;31;1;1;1;;;91,183;96,668;94,836;98,503;109,576;98,503;112,361;122,625;122,625;117,016;137,693;118,883;123,562;128,257;133,911;132,024;136,747;130,139;132,024;132,024;128,257;125,438;117,016;109,576;113,291;118,883;123,562;118,883;118,883;108,65;86,295;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/08/1984;;1;1;182,788;105,874;133,0163;25;1;1;1;1;;;105,874;105,874;122,625;139,587;149,094;147,188;120,753;117,016;132,024;132,024;109,576;118,883;126,377;111,432;113,291;122,625;127,316;130,139;130,139;124,5;117,016;147,188;153,869;145,285;182,788;170,201;154,825;130,139;145,285;143,383;147,188;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/09/1984;;1;1;201,326;105,874;144,3921;29;20;1;1;1;;;143,383;139,587;139,587;134,856;137,693;133,911;137,693;147,188;166,345;174,065;168,272;158,657;148,141;141,484;140,535;132,024;137,693;134,856;114,221;105,874;109,576;137,693;124,5;117,016;122,625;156,74;158,657;193,5;201,326;174,065;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/10/1984;;1;1;160,575;93,922;126,3828;1;12;1;1;1;;;160,575;137,693;126,377;132,024;128,257;134,856;128,257;126,377;126,377;116,084;103,104;93,922;100,341;111,432;121,688;111,432;122,625;126,377;130,139;141,484;143,383;139,587;134,856;126,377;139,587;132,024;133,911;134,856;123,562;115,152;115,152;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/11/1984;;1;1;173,098;74,129;105,331;28;11;1;1;1;;;102,182;111,432;105,874;94,836;80,191;85,529;89,362;93,008;84,765;80,191;74,129;80,951;96,668;97,585;98,503;87,827;84,765;86,295;88,594;100,341;132,967;120,753;130,139;116,084;104,026;118,883;172,132;173,098;143,383;125,438;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/12/1984;;1;1;331,875;120,753;198,8076;16;1;1;1;1;;;120,753;158,657;205,249;234,882;206,23;178,906;149,094;143,383;160,575;176;156,74;145,285;152,913;192,524;278,959;331,875;303,278;257,837;250,83;250,83;220,02;187,65;176;171,166;156,74;168,272;202,306;201,326;193,5;200,346;230,91;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/01/1985;;1;1;555,523;172,132;333,3735;28;4;1;1;1;;;230,91;222,985;197,409;172,132;181,817;176;177,937;222,985;408,503;469,84;458,934;364,833;279,969;243,841;221,008;213,115;244,839;305,313;364,833;386,612;333,927;356,567;363,799;354,504;384,533;437,856;499,618;555,523;540,015;489,648;474,775;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/02/1985;;1;1;489,648;207,213;302,9316;2;22;1;1;1;;;471,073;489,648;468,608;444,17;407,458;391,814;316,526;305,313;307,349;305,313;305,313;297,181;318,569;327,776;303,278;288,057;249,831;242,844;230,91;221,008;217,058;207,213;211,146;214,1;230,91;233,889;238,86;236,871;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
61834000;1;01/03/1985;;1;1;529,021;244,839;346,76;20;6;1;1;1;;;292,109;312,444;314,485;279,969;250,83;244,839;246,834;275,932;263,856;277,95;268,882;408,503;403,281;428,401;383,494;361,732;418,965;484,679;524,643;529,021;494,628;445,223;407,458;390,773;354,504;311,425;272,909;280,979;290,082;268,882;261,848;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/04/1985;;1;1;272,909;147,188;202,3681;19;30;1;1;1;;;258,839;247,833;236,871;252,83;248,831;240,852;219,032;217,058;207,213;203,286;213,115;215,086;228,927;198,388;164,419;151,002;193,5;223,975;272,909;239,856;201,326;187,65;167,308;156,74;157,698;151,002;158,657;156,74;152,913;147,188;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/05/1985;;1;1;222,985;130,139;154,8192;24;21;1;1;1;;;145,285;141,484;143,383;141,484;145,285;139,587;138,64;155,782;137,693;133,911;133,911;137,693;145,285;147,188;149,094;149,094;147,188;143,383;141,484;132,024;130,139;151,002;198,388;222,985;208,195;195,454;183,759;163,458;160,575;162,496;174,065;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/06/1985;;1;1;181,817;115,152;157,5656;5;30;1;1;1;;;174,065;174,065;174,065;176;181,817;177,937;176;174,065;174,065;174,065;172,132;176;179,876;162,496;155,782;149,094;145,285;145,285;146,236;147,188;143,383;141,484;141,484;143,383;141,484;141,484;143,383;151,957;128,257;115,152;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/07/1985;;1;1;146,236;98,503;133,3783;13;9;1;1;1;;;128,257;137,693;143,383;137,693;133,911;130,139;131,081;117,016;98,503;109,576;130,139;132,967;146,236;141,484;141,484;145,285;143,383;143,383;143,383;139,587;141,484;143,383;136,747;141,484;135,801;135,801;134,856;128,257;126,377;109,576;126,377;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/08/1985;;1;1;164,419;87,827;113,347;5;15;1;1;1;;;127,316;120,753;124,5;152,913;164,419;154,825;119,818;110,504;109,576;104,026;100,341;96,668;93,008;91,183;87,827;87,827;111,432;113,291;117,016;118,883;111,432;111,432;120,753;118,883;118,883;118,883;117,016;100,341;98,503;96,668;94,836;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/09/1985;;1;1;126,377;83,238;101,2689;2;20;1;1;1;;;113,291;126,377;119,818;118,883;100,341;100,341;107,724;105,874;105,874;98,503;96,668;94,836;88,594;86,295;87,827;87,827;86,295;86,295;86,295;83,238;83,238;84,765;106,798;116,084;118,883;117,016;103,104;111,432;96,668;118,883;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/10/1985;;1;1;147,188;84,765;109,9911;30;9;1;1;1;;;104,026;109,576;114,221;107,724;107,724;109,576;104,026;91,183;84,765;107,724;107,724;120,753;118,883;118,883;117,016;111,432;111,432;109,576;109,576;105,874;104,026;102,182;104,026;105,874;100,341;102,182;109,576;107,724;107,724;147,188;147,188;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/11/1985;;1;1;263,856;72,62;118,132;5;19;1;1;1;;;134,856;139,587;162,496;207,213;263,856;256,835;207,213;153,869;114,221;109,576;94,836;93,008;87,827;86,295;86,295;83,238;81,713;75,64;72,62;76,397;84,765;94,836;89,362;84,765;87,827;93,008;91,183;103,104;117,016;110,504;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
61834000;1;01/12/1985;;1;1;187,65;77,154;120,5231;28;15;1;1;1;;;100,341;90,271;90,271;124,5;132,967;146,236;140,535;97,585;105,874;102,182;93,008;91,183;83,238;84,765;77,154;102,182;124,5;135,801;124,5;105,874;102,182;114,221;139,587;120,753;139,587;149,094;157,698;187,65;177,937;163,458;131,081;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/01/1986;;1;1;354,504;113,291;196,4379;15;3;1;1;1;;;122,625;118,883;113,291;141,484;152,913;173,098;154,825;158,657;149,094;137,693;160,575;205,249;327,776;285,021;354,504;285,021;225,954;193,5;203,286;204,267;180,846;200,346;218,045;193,5;184,731;201,326;220,02;208,195;220,02;202,306;192,524;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
61834000;1;01/02/1986;;1;1;461,231;156,74;235,9774;21;2;1;1;1;;;165,382;156,74;164,419;174,065;180,846;179,876;165,382;162,496;162,496;160,575;182,788;181,817;194,477;252,83;265,865;260,845;258,839;238,86;352,441;363,799;461,231;450,492;348,319;270,895;230,91;199,367;206,23;215,086;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
61834000;1;01/03/1986;;1;1;261,848;154,825;203,3527;10;17;1;1;1;;;181,817;202,306;220,02;215,086;251,83;252,83;259,842;257,837;244,839;261,848;240,852;209,179;189,598;174,065;162,496;158,657;154,825;166,345;185,704;181,817;187,65;195,454;184,731;177,937;181,817;187,65;191,549;187,65;185,704;211,146;240,852;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
